RA,Dec,z_cl,N_mem,logMs,z_bcg,ID,
350.347328,2.001778,1.104,10.454,12.092,-1.0,C19a1sW15820,
350.375625,1.000613,0.742,10.695,12.23,-1.0,C19a1sW15821,
350.401212,0.640088,0.738,13.574,12.156,-1.0,C19a1sW15822,
350.405701,2.444142,1.016,12.79,12.045,-1.0,C19a1sW15823,
350.425233,1.628244,0.5705,10.002,12.049,0.55978,C19a1sW15824,
350.435841,1.916935,0.844,15.522,12.045,-1.0,C19a1sW15825,
350.484605,1.011437,0.7666,13.14,12.114,-1.0,C19a1sW15826,
350.517435,1.560346,0.4993,10.467,12.372,0.47847,C19a1sW15827,
350.521107,0.341282,0.9141,13.645,12.235,-1.0,C19a1sW15828,
350.542044,1.314276,1.04,18.199,12.242,-1.0,C19a1sW15829,
350.584886,1.198054,0.936,10.737,12.072,-1.0,C19a1sW15830,
350.606443,1.069187,0.1091,12.407,11.833,0.1194,C19a1sW15831,
350.622627,0.405416,0.49,16.888,12.306,0.47817,C19a1sW15832,
350.629813,1.931984,1.0101,11.162,12.182,-1.0,C19a1sW15833,
350.648101,0.025704,0.75,13.061,12.277,-1.0,C19a1sW15834,
350.653324,-0.583054,1.0517,17.497,12.302,-1.0,C19a1sW15835,
350.653804,2.105997,1.0022,14.884,12.341,-1.0,C19a1sW15836,
350.655193,0.160842,0.726,11.072,12.246,-1.0,C19a1sW15837,
350.657024,0.993372,1.3653,13.013,12.2,-1.0,C19a1sW15838,
350.671474,-0.571577,0.592,13.801,12.149,0.58978,C19a1sW15839,
350.680962,-0.93205,0.4069,11.086,11.972,-1.0,C19a1sW15840,
350.70076,1.470242,0.29,12.513,12.251,-1.0,C19a1sW15841,
350.703361,1.788202,0.5954,17.381,12.474,0.58054,C19a1sW15842,
350.708254,1.36336,1.1821,20.517,12.265,-1.0,C19a1sW15843,
350.734676,0.720704,0.7561,11.313,12.252,-1.0,C19a1sW15844,
350.765619,1.198975,0.3275,15.702,12.411,0.33965,C19a1sW15845,
350.766869,1.87046,0.606,10.896,12.144,0.58246,C19a1sW15846,
350.801486,1.556459,0.9987,12.736,12.291,-1.0,C19a1sW15847,
350.803884,2.292167,0.2899,21.418,12.182,-1.0,C19a1sW15848,
350.807563,-0.548745,0.8145,15.884,12.243,-1.0,C19a1sW15849,
350.809452,0.991656,0.748,13.974,12.225,-1.0,C19a1sW15850,
350.819428,1.060845,0.334,17.701,12.349,0.33881,C19a1sW15851,
350.844474,0.767058,0.74,12.975,12.421,0.76858,C19a1sW15852,
350.856393,-0.725826,0.814,10.557,12.065,-1.0,C19a1sW15853,
350.858939,1.153838,0.7578,12.827,12.117,-1.0,C19a1sW15854,
350.862746,1.409228,0.464,23.074,12.502,-1.0,C19a1sW15855,
350.878352,1.852778,0.608,13.497,12.336,-1.0,C19a1sW15856,
350.888817,-0.078878,0.7208,18.502,12.284,0.69871,C19a1sW15857,
350.893837,-0.451499,0.7799,10.1,12.184,-1.0,C19a1sW15858,
350.912437,1.368514,0.276,11.892,12.247,-1.0,C19a1sW15859,
350.938614,-0.513376,0.8259,13.08,12.141,-1.0,C19a1sW15860,
350.945324,2.303537,0.994,14.476,11.966,-1.0,C19a1sW15861,
350.973724,0.714477,0.7474,16.226,12.447,-1.0,C19a1sW15862,
350.97488,1.808618,0.598,39.631,12.753,0.58973,C19a1sW15863,
351.023542,0.097554,0.906,14.77,12.116,-1.0,C19a1sW15864,
351.030996,2.253135,0.62,11.692,12.075,-1.0,C19a1sW15865,
351.03209,1.43143,0.196,11.621,12.043,-1.0,C19a1sW15866,
351.035686,-0.175973,0.95,16.497,12.186,-1.0,C19a1sW15867,
351.04232,0.220753,0.4268,11.553,12.063,0.4299,C19a1sW15868,
351.04336,0.108793,1.1761,10.338,12.273,-1.0,C19a1sW15869,
351.050952,0.253983,0.6949,14.65,12.186,-1.0,C19a1sW15870,
351.089966,0.319074,0.152,28.691,12.244,0.14946,C19a1sW15871,
351.090583,2.105174,0.194,57.459,12.629,0.19665,C19a1sW15872,
351.156274,1.75638,0.5941,10.187,12.04,-1.0,C19a1sW15873,
351.161753,1.615676,0.5878,21.981,12.228,-1.0,C19a1sW15874,
351.186365,-0.218817,0.808,13.549,12.174,-1.0,C19a1sW15875,
351.188225,1.879846,0.7154,10.934,12.196,-1.0,C19a1sW15876,
351.227081,0.081361,0.8151,14.53,11.985,-1.0,C19a1sW15877,
351.241685,1.376087,0.9339,11.895,12.253,-1.0,C19a1sW15878,
351.271824,1.033855,0.7,13.674,12.144,-1.0,C19a1sW15879,
351.277472,0.655675,0.6822,26.946,12.436,0.67326,C19a1sW15880,
351.289561,-0.718064,1.006,12.126,12.077,-1.0,C19a1sW15881,
351.293999,-0.388208,0.488,12.166,12.121,-1.0,C19a1sW15882,
351.326218,0.746418,1.1979,12.709,12.275,-1.0,C19a1sW15883,
351.333614,1.478441,1.0376,11.104,12.242,-1.0,C19a1sW15884,
351.346049,1.383008,0.6948,13.445,12.416,0.67638,C19a1sW15885,
351.387414,1.914428,0.8634,11.079,12.173,-1.0,C19a1sW15886,
351.394968,-0.748874,1.134,10.208,12.187,-1.0,C19a1sW15887,
351.411124,1.452108,1.02,10.576,12.17,-1.0,C19a1sW15888,
351.417926,-0.186555,0.578,22.723,12.53,0.56907,C19a1sW15889,
351.419687,-0.304695,0.588,10.748,11.927,-1.0,C19a1sW15890,
351.421345,2.01121,1.17,11.076,12.005,-1.0,C19a1sW15891,
351.424144,0.4027,1.0633,11.375,12.224,-1.0,C19a1sW15892,
351.452694,-0.398166,0.456,10.617,12.118,-1.0,C19a1sW15893,
351.462152,0.725775,1.19,11.014,12.285,-1.0,C19a1sW15894,
351.469843,1.780477,0.9902,10.233,12.095,-1.0,C19a1sW15895,
351.478159,-0.261452,0.514,10.11,11.886,0.49562,C19a1sW15896,
351.496608,0.325634,0.984,11.911,12.083,-1.0,C19a1sW15897,
351.500839,1.071776,1.206,10.244,12.348,-1.0,C19a1sW15898,
351.503736,-0.061438,0.588,13.023,12.095,-1.0,C19a1sW15899,
351.505516,0.571976,0.696,12.241,12.373,0.66269,C19a1sW15900,
351.522772,1.774243,0.4287,26.656,12.356,-1.0,C19a1sW15901,
351.528929,1.604347,1.1721,10.342,11.965,-1.0,C19a1sW15902,
351.541131,2.246089,0.612,18.803,12.39,-1.0,C19a1sW15903,
351.543806,0.640367,1.0803,12.751,12.176,-1.0,C19a1sW15904,
351.569224,-0.406032,0.9157,12.012,12.173,-1.0,C19a1sW15905,
351.574507,0.50051,1.1799,40.416,12.679,-1.0,C19a1sW15906,
351.576477,0.764402,0.8361,10.52,12.024,-1.0,C19a1sW15907,
351.576619,0.122706,0.44,10.177,11.82,0.46068,C19a1sW15908,
351.579056,1.790581,0.488,11.371,12.131,0.50288,C19a1sW15909,
351.590029,2.25518,0.68,19.748,12.286,-1.0,C19a1sW15910,
351.592572,0.347295,1.155,17.227,12.392,-1.0,C19a1sW15911,
351.606621,2.215984,1.036,10.091,11.937,-1.0,C19a1sW15912,
351.633753,0.157765,1.0339,10.451,12.118,-1.0,C19a1sW15913,
351.64024,0.625359,0.762,16.925,12.221,-1.0,C19a1sW15914,
351.73912,-0.416403,0.918,10.215,12.029,-1.0,C19a1sW15915,
351.740619,0.695869,1.0752,19.404,12.33,-1.0,C19a1sW15916,
351.776806,1.585899,0.5,20.025,12.388,-1.0,C19a1sW15917,
351.801767,0.019947,0.8273,11.259,12.126,0.86619,C19a1sW15918,
351.839171,-0.192173,0.972,10.539,12.231,-1.0,C19a1sW15919,
351.840873,-0.447101,1.0338,16.946,12.103,-1.0,C19a1sW15920,
351.866463,0.591484,0.4634,10.509,12.31,0.45702,C19a1sW15921,
351.876302,-0.724979,1.1563,11.662,12.025,-1.0,C19a1sW15922,
351.886692,-0.01847,0.4339,14.944,12.377,0.41634,C19a1sW15923,
351.900244,0.431599,0.738,12.095,12.164,-1.0,C19a1sW15924,
351.905129,1.547804,0.49,12.411,12.102,-1.0,C19a1sW15925,
351.93501,0.868511,0.2761,14.616,12.086,-1.0,C19a1sW15926,
351.936807,0.957521,0.6366,20.886,12.403,0.64596,C19a1sW15927,
351.987838,1.43782,0.754,18.888,12.328,-1.0,C19a1sW15928,
352.006361,1.232901,0.63,13.103,12.194,-1.0,C19a1sW15929,
352.016693,1.115497,0.67,10.738,12.257,0.64805,C19a1sW15930,
352.021193,1.811421,0.4294,10.587,12.036,-1.0,C19a1sW15931,
352.038531,0.185912,0.274,14.344,12.271,0.27683,C19a1sW15932,
352.079246,0.962115,1.194,13.555,12.261,-1.0,C19a1sW15933,
352.086773,-0.150165,0.932,15.109,12.259,-1.0,C19a1sW15934,
352.087855,1.07059,0.7786,10.347,11.991,-1.0,C19a1sW15935,
352.09587,0.390248,0.424,22.795,12.459,0.40785,C19a1sW15936,
352.102592,-0.730753,0.2072,13.584,11.901,-1.0,C19a1sW15937,
352.217112,0.090055,0.994,12.323,12.04,-1.0,C19a1sW15938,
352.246247,1.786212,1.192,10.462,11.96,-1.0,C19a1sW15939,
352.262527,2.008138,0.72,12.566,12.295,0.71167,C19a1sW15940,
352.281909,1.181861,0.4793,17.145,12.182,0.47863,C19a1sW15941,
352.282678,-0.247448,0.8139,17.566,12.12,-1.0,C19a1sW15942,
352.297338,1.649786,0.7902,13.236,12.011,-1.0,C19a1sW15943,
352.308875,2.074741,0.8062,16.36,12.24,-1.0,C19a1sW15944,
352.312526,0.94813,0.742,25.08,12.381,-1.0,C19a1sW15945,
352.322228,0.259797,0.63,15.031,12.123,0.59182,C19a1sW15946,
352.328987,0.134767,0.412,11.421,12.115,0.40451,C19a1sW15947,
352.33838,1.491445,0.5764,10.382,12.19,0.59185,C19a1sW15948,
352.341659,2.114162,0.656,15.305,12.194,0.6477,C19a1sW15949,
352.348739,-0.815431,0.32,34.432,12.348,0.30072,C19a1sW15950,
352.353828,-0.152591,1.02,13.502,12.256,-1.0,C19a1sW15951,
352.375066,-0.136436,0.8237,11.801,12.214,-1.0,C19a1sW15952,
352.40206,0.210661,0.4414,12.199,11.906,-1.0,C19a1sW15953,
352.441028,-0.632099,0.424,10.519,11.992,0.42049,C19a1sW15954,
352.460905,-0.186436,0.886,27.328,12.234,-1.0,C19a1sW15955,
352.495184,1.764581,1.187,15.888,12.416,-1.0,C19a1sW15956,
352.49666,1.473263,0.6953,12.047,11.947,-1.0,C19a1sW15957,
352.512606,0.985047,0.48,12.004,12.272,-1.0,C19a1sW15958,
352.522397,1.38792,0.7739,16.096,12.151,-1.0,C19a1sW15959,
352.53646,0.952156,0.65,22.9,12.375,-1.0,C19a1sW15960,
352.558366,-0.40467,0.73,10.705,12.136,-1.0,C19a1sW15961,
352.580564,1.073795,0.5237,11.194,12.035,-1.0,C19a1sW15962,
352.587812,1.720343,0.948,12.461,11.98,-1.0,C19a1sW15963,
352.598018,1.86226,0.7942,18.034,12.526,0.80773,C19a1sW15964,
352.628832,0.636225,0.2722,21.976,12.361,-1.0,C19a1sW15965,
352.666937,1.683297,0.762,15.247,12.337,-1.0,C19a1sW15966,
352.67693,-0.024206,0.787,11.156,12.139,-1.0,C19a1sW15967,
352.681658,1.970254,0.696,12.981,12.076,-1.0,C19a1sW15968,
352.698,-0.042036,0.3087,13.826,12.203,0.29836,C19a1sW15969,
352.712254,1.7232,1.02,16.925,12.407,-1.0,C19a1sW15970,
352.715691,1.753737,0.7672,15.371,12.339,-1.0,C19a1sW15971,
352.719647,-0.180885,0.494,16.359,12.229,0.48173,C19a1sW15972,
352.742052,1.868983,0.646,11.732,12.365,0.64509,C19a1sW15973,
352.743448,-0.448563,0.572,15.135,12.148,-1.0,C19a1sW15974,
352.753634,0.386237,0.7622,24.679,12.488,-1.0,C19a1sW15975,
352.7544,1.95765,1.178,12.404,12.339,-1.0,C19a1sW15976,
352.776663,0.00445,0.626,10.946,12.238,-1.0,C19a1sW15977,
352.783154,1.542541,1.204,12.479,12.064,-1.0,C19a1sW15978,
352.810349,1.400176,1.16,18.817,12.359,-1.0,C19a1sW15979,
352.81732,0.163971,0.8119,10.445,11.962,-1.0,C19a1sW15980,
352.832966,0.384334,0.9879,10.823,12.255,-1.0,C19a1sW15981,
352.839232,0.57994,0.5068,17.023,12.336,0.49345,C19a1sW15982,
352.854253,0.115491,0.99,12.28,12.283,-1.0,C19a1sW15983,
352.860193,0.615249,0.284,32.495,12.502,0.27394,C19a1sW15984,
352.87658,0.162781,0.622,10.201,12.195,-1.0,C19a1sW15985,
352.89319,1.838511,0.6919,22.249,12.275,-1.0,C19a1sW15986,
352.900925,0.563899,1.0081,11.092,12.109,-1.0,C19a1sW15987,
352.939297,1.317016,0.4731,14.39,12.162,0.47845,C19a1sW15988,
352.969367,1.508325,0.7872,10.241,12.167,-1.0,C19a1sW15989,
352.992568,0.534656,0.461,10.687,11.68,0.47142,C19a1sW15990,
353.000954,1.035002,0.48,13.588,12.34,0.48266,C19a1sW15991,
353.053957,-0.477099,1.08,14.886,12.192,-1.0,C19a1sW15992,
353.067527,1.161655,0.478,10.28,11.864,0.48619,C19a1sW15993,
353.145056,1.049622,0.9972,23.416,12.395,-1.0,C19a1sW15994,
353.149301,-0.051261,0.511,15.305,12.441,-1.0,C19a1sW15995,
353.163728,-0.2305,1.092,31.045,12.545,-1.0,C19a1sW15996,
353.169327,-0.342053,1.168,14.978,12.323,-1.0,C19a1sW15997,
353.182991,-0.53405,0.4738,11.491,11.979,0.463,C19a1sW15998,
353.20148,1.347048,1.1959,11.436,12.025,-1.0,C19a1sW15999,
353.211739,1.548848,0.22,10.228,12.027,-1.0,C19a1sW16000,
353.218979,1.180664,0.48,52.484,12.749,-1.0,C19a1sW16001,
353.228304,-0.279437,0.4821,11.656,12.079,-1.0,C19a1sW16002,
353.230577,0.756338,0.8621,10.574,12.028,-1.0,C19a1sW16003,
353.231628,0.027566,1.232,12.947,12.046,-1.0,C19a1sW16004,
353.253323,1.90824,0.48,11.791,12.236,-1.0,C19a1sW16005,
353.291138,1.253325,0.6124,13.044,12.193,-1.0,C19a1sW16006,
353.305986,1.843558,0.728,14.72,12.299,-1.0,C19a1sW16007,
353.312117,0.76584,0.9987,11.511,12.089,-1.0,C19a1sW16008,
353.312488,1.004781,0.4694,28.122,12.293,0.48697,C19a1sW16009,
353.341155,1.062549,0.6427,22.967,12.47,0.62643,C19a1sW16010,
353.35544,-0.298575,0.5146,11.222,12.124,-1.0,C19a1sW16011,
353.358247,1.594219,1.0686,10.884,12.106,-1.0,C19a1sW16012,
353.363565,1.789691,1.1981,11.947,12.29,-1.0,C19a1sW16013,
353.36624,-0.022746,0.5161,21.402,12.189,0.51201,C19a1sW16014,
353.375937,-0.51677,0.8686,11.893,11.967,-1.0,C19a1sW16015,
353.378333,-0.941535,0.5168,25.108,12.469,0.50816,C19a1sW16016,
353.385937,-0.394174,1.084,11.242,12.154,-1.0,C19a1sW16017,
353.398769,-0.447722,0.9463,11.387,12.025,-1.0,C19a1sW16018,
353.429814,1.907812,0.8282,10.678,12.234,-1.0,C19a1sW16019,
353.442639,1.721054,0.3052,12.428,12.284,0.31619,C19a1sW16020,
353.448551,0.900434,0.852,12.462,12.075,-1.0,C19a1sW16021,
353.473267,-0.615284,0.9267,10.003,12.306,-1.0,C19a1sW16022,
353.487834,2.122766,0.4637,14.414,12.054,-1.0,C19a1sW16023,
353.493876,1.517083,1.0765,10.81,12.137,-1.0,C19a1sW16024,
353.524677,0.737287,1.2208,12.848,12.293,-1.0,C19a1sW16025,
353.55766,0.976546,0.6653,14.794,12.349,-1.0,C19a1sW16026,
353.589304,-0.641342,0.8906,15.246,12.067,-1.0,C19a1sW16027,
353.594724,1.034403,0.8681,11.215,12.091,-1.0,C19a1sW16028,
353.597913,2.345032,0.9138,10.726,11.616,-1.0,C19a1sW16029,
353.601932,1.303623,0.829,10.247,11.996,-1.0,C19a1sW16030,
353.679789,1.309873,0.1867,10.706,11.954,-1.0,C19a1sW16031,
353.692007,0.791077,0.5016,10.111,12.032,0.47232,C19a1sW16032,
353.710812,0.768627,0.9876,11.779,12.289,-1.0,C19a1sW16033,
353.723541,1.365152,0.494,10.256,12.067,0.47325,C19a1sW16034,
353.752389,1.538675,0.1865,11.603,12.13,0.19009,C19a1sW16035,
353.79096,0.835811,0.72,19.294,12.38,0.71779,C19a1sW16036,
353.823625,-0.2369,0.8718,10.403,12.04,-1.0,C19a1sW16037,
353.840565,0.825914,0.31,18.255,12.186,0.30841,C19a1sW16038,
353.848069,0.539783,0.5101,28.926,12.282,0.50761,C19a1sW16039,
353.871411,1.839399,0.2053,17.649,12.252,-1.0,C19a1sW16040,
353.882021,1.895888,0.88,14.24,12.247,-1.0,C19a1sW16041,
353.90737,0.257023,0.4701,28.064,12.537,-1.0,C19a1sW16042,
353.922815,0.657744,0.4867,35.8,12.574,0.48352,C19a1sW16043,
353.926984,1.753496,0.826,16.261,12.226,-1.0,C19a1sW16044,
353.944246,-0.028159,1.2641,10.957,12.018,-1.0,C19a1sW16045,
353.944967,0.211088,0.812,11.345,12.131,-1.0,C19a1sW16046,
353.950692,0.9843,0.636,11.821,11.949,-1.0,C19a1sW16047,
353.963486,0.591279,0.7388,25.202,12.338,-1.0,C19a1sW16048,
353.993783,-0.58522,0.8081,15.44,12.275,-1.0,C19a1sW16049,
353.993905,1.42714,0.194,16.403,12.293,-1.0,C19a1sW16050,
353.99393,-0.484338,0.284,15.79,12.276,0.27,C19a1sW16051,
353.994133,0.820381,0.8656,17.893,12.204,-1.0,C19a1sW16052,
354.058608,0.862653,0.674,15.034,12.289,-1.0,C19a1sW16053,
354.086442,1.464208,1.368,10.187,12.191,-1.0,C19a1sW16054,
354.110541,0.111324,0.504,10.132,12.008,0.50295,C19a1sW16055,
354.12008,1.319056,1.1039,18.49,12.368,-1.0,C19a1sW16056,
354.121567,1.459705,0.4127,14.8,12.045,-1.0,C19a1sW16057,
354.148864,-0.818429,0.798,13.325,12.24,-1.0,C19a1sW16058,
354.149032,-0.788944,0.4649,14.32,12.391,-1.0,C19a1sW16059,
354.160422,-0.604291,0.48,13.305,12.154,0.47809,C19a1sW16060,
354.170067,0.256864,0.203,10.365,12.079,-1.0,C19a1sW16061,
354.175842,1.410575,1.1845,10.41,12.237,-1.0,C19a1sW16062,
354.202576,1.682037,0.1834,21.597,12.058,-1.0,C19a1sW16063,
354.208177,1.320209,0.8896,11.055,12.084,-1.0,C19a1sW16064,
354.212342,-0.197509,0.7479,17.96,12.365,-1.0,C19a1sW16065,
354.217203,1.635451,0.8573,13.043,12.135,-1.0,C19a1sW16066,
354.221906,-0.30645,0.762,12.558,12.277,-1.0,C19a1sW16067,
354.224123,-0.316194,0.8601,10.545,12.23,-1.0,C19a1sW16068,
354.227277,-0.02381,1.1541,16.445,12.392,-1.0,C19a1sW16069,
354.324565,1.159447,0.7943,11.323,12.101,-1.0,C19a1sW16070,
354.348521,0.630267,1.2112,11.912,12.067,-1.0,C19a1sW16071,
354.350137,1.154942,1.07,11.947,12.08,-1.0,C19a1sW16072,
354.353604,0.16808,1.002,26.668,12.607,-1.0,C19a1sW16073,
354.366937,0.156785,0.612,15.724,12.231,-1.0,C19a1sW16074,
354.387859,-0.136105,0.458,12.26,12.098,0.45769,C19a1sW16075,
354.404833,-0.015331,0.4598,19.219,12.391,0.93043,C19a1sW16076,
354.415545,0.27138,0.2878,88.112,12.9,0.2772,C19a1sW16077,
354.416484,-0.420504,0.732,11.39,12.171,0.71743,C19a1sW16078,
354.450459,0.841068,1.0719,14.944,12.055,-1.0,C19a1sW16079,
354.464272,1.650319,0.8829,12.772,12.08,-1.0,C19a1sW16080,
354.522395,0.183997,0.7599,18.154,12.397,-1.0,C19a1sW16081,
354.530992,0.891209,0.244,11.435,12.076,0.25649,C19a1sW16082,
354.534237,1.16388,0.2865,11.728,11.977,-1.0,C19a1sW16083,
354.565165,0.492414,0.8502,12.351,12.03,-1.0,C19a1sW16084,
354.566996,0.618036,1.274,16.503,12.287,-1.0,C19a1sW16085,
354.569137,0.172691,1.1552,13.228,12.242,-1.0,C19a1sW16086,
354.573575,1.420754,0.8775,13.34,12.146,-1.0,C19a1sW16087,
354.574075,0.309215,1.0061,13.191,12.366,-1.0,C19a1sW16088,
354.595685,0.478366,1.0058,13.94,12.212,-1.0,C19a1sW16089,
354.650948,0.210905,0.9881,13.393,12.11,-1.0,C19a1sW16090,
354.655678,-0.149729,0.7397,11.929,12.337,-1.0,C19a1sW16091,
354.659843,0.240559,0.2593,15.803,12.258,-1.0,C19a1sW16092,
354.665426,-0.32141,0.29,11.936,12.083,0.29146,C19a1sW16093,
354.679845,1.426031,0.704,10.031,12.154,-1.0,C19a1sW16094,
354.69521,1.805581,0.512,11.373,12.105,-1.0,C19a1sW16095,
354.701258,-0.053643,0.6941,11.238,11.901,-1.0,C19a1sW16096,
354.709345,0.788686,0.5493,16.941,12.229,0.5472,C19a1sW16097,
354.73007,0.274377,1.0139,16.609,12.089,-1.0,C19a1sW16098,
354.732992,0.531242,0.512,28.804,12.458,0.50313,C19a1sW16099,
354.745577,-0.371806,0.75,16.823,12.365,-1.0,C19a1sW16100,
354.751449,0.716101,0.1868,17.442,12.161,0.18341,C19a1sW16101,
354.757231,1.741553,0.7932,12.298,12.321,-1.0,C19a1sW16102,
354.771391,1.323881,0.626,10.236,12.208,-1.0,C19a1sW16103,
354.799026,1.414469,0.3332,43.759,12.573,0.34437,C19a1sW16104,
354.840429,0.310169,1.0141,12.037,12.208,-1.0,C19a1sW16105,
354.859723,2.292152,0.525,15.328,12.18,0.52088,C19a1sW16106,
354.885462,1.244042,0.8291,11.951,12.151,-1.0,C19a1sW16107,
354.889893,1.569463,0.6286,19.416,12.519,0.6204,C19a1sW16108,
354.889908,-0.589616,0.7823,10.059,12.055,-1.0,C19a1sW16109,
354.992028,0.730414,0.7438,12.772,12.308,-1.0,C19a1sW16110,
355.000321,-0.186834,0.6232,20.203,12.398,0.6196,C19a1sW16111,
355.001583,-0.240568,0.728,12.737,12.324,-1.0,C19a1sW16112,
355.002417,1.741443,1.1801,11.896,12.24,-1.0,C19a1sW16113,
355.006479,-0.432552,0.2795,28.46,12.284,-1.0,C19a1sW16114,
355.01403,-0.105619,0.726,11.845,12.286,-1.0,C19a1sW16115,
355.020495,2.29661,0.3425,21.732,11.976,-1.0,C19a1sW16116,
355.0208,-0.12557,1.1901,16.57,12.453,-1.0,C19a1sW16117,
355.064107,0.66955,0.4703,10.286,11.847,-1.0,C19a1sW16118,
355.072895,-0.065837,0.284,19.274,12.202,-1.0,C19a1sW16119,
355.076302,0.884699,0.342,17.069,12.317,-1.0,C19a1sW16120,
355.07798,0.493304,0.6017,13.151,12.024,-1.0,C19a1sW16121,
355.080066,0.886351,0.506,22.561,12.219,0.50531,C19a1sW16122,
355.08941,0.269466,0.1435,10.941,11.85,0.13324,C19a1sW16123,
355.122205,1.543268,1.1521,10.846,12.173,-1.0,C19a1sW16124,
355.134964,1.733026,0.2286,22.098,12.133,0.22403,C19a1sW16125,
355.136392,1.390295,0.6772,11.006,12.319,-1.0,C19a1sW16126,
355.158724,-0.238552,1.001,15.43,12.387,-1.0,C19a1sW16127,
355.160964,1.080015,0.862,13.25,12.222,-1.0,C19a1sW16128,
355.170869,0.940764,0.3604,20.643,12.386,0.36263,C19a1sW16129,
355.170993,2.347124,0.7859,14.381,12.069,-1.0,C19a1sW16130,
355.182062,0.269877,1.0081,10.038,12.11,-1.0,C19a1sW16131,
355.199284,1.256382,0.935,16.278,12.077,-1.0,C19a1sW16132,
355.211991,1.701372,1.2299,13.344,12.129,-1.0,C19a1sW16133,
355.217738,2.008695,1.2159,11.594,12.096,-1.0,C19a1sW16134,
355.241201,2.246661,0.7898,12.593,12.168,-1.0,C19a1sW16135,
355.249032,0.081593,0.1831,36.264,12.38,0.18481,C19a1sW16136,
355.254829,0.646418,0.6682,10.044,12.085,-1.0,C19a1sW16137,
355.262069,-0.294238,1.0041,13.268,12.308,-1.0,C19a1sW16138,
355.263614,-0.262749,1.166,20.366,12.389,-1.0,C19a1sW16139,
355.265773,1.378702,0.698,17.016,12.428,-1.0,C19a1sW16140,
355.272561,0.304233,0.28,68.215,12.462,-1.0,C19a1sW16141,
355.308929,0.368635,0.921,10.181,12.092,-1.0,C19a1sW16142,
355.310606,1.988403,0.606,10.387,11.994,-1.0,C19a1sW16143,
355.319708,2.136751,0.6135,13.081,12.236,-1.0,C19a1sW16144,
355.323802,-0.593288,0.4519,16.33,12.14,-1.0,C19a1sW16145,
355.324092,0.490176,0.8157,10.325,12.095,-1.0,C19a1sW16146,
355.371571,0.941012,0.8288,18.615,12.419,-1.0,C19a1sW16147,
355.377995,-0.415791,0.4631,20.48,12.307,0.45333,C19a1sW16148,
355.378554,1.328811,0.8035,25.194,12.468,-1.0,C19a1sW16149,
355.381868,0.26949,1.0052,10.358,11.85,-1.0,C19a1sW16150,
355.394101,0.312508,0.4991,15.778,12.23,0.48053,C19a1sW16151,
355.398419,1.449357,0.8076,15.363,12.431,-1.0,C19a1sW16152,
355.404228,0.935566,0.616,11.126,12.329,0.60622,C19a1sW16153,
355.411355,2.226531,1.2879,11.727,12.18,-1.0,C19a1sW16154,
355.440777,1.124454,0.242,18.404,12.181,0.25074,C19a1sW16155,
355.442542,-0.579365,0.618,17.367,12.028,0.63676,C19a1sW16156,
355.446622,-0.390742,0.526,11.261,12.279,0.51859,C19a1sW16157,
355.45119,-0.337097,0.9221,20.865,12.378,-1.0,C19a1sW16158,
355.467498,-0.866439,0.316,12.779,11.777,-1.0,C19a1sW16159,
355.471491,-0.383777,0.2893,13.821,12.142,0.27889,C19a1sW16160,
355.479982,-0.073583,0.8625,11.528,12.262,-1.0,C19a1sW16161,
355.497421,2.35432,0.5866,11.036,12.092,0.61281,C19a1sW16162,
355.527037,0.947177,0.8111,14.629,12.079,-1.0,C19a1sW16163,
355.532074,0.801736,0.8469,16.349,12.275,-1.0,C19a1sW16164,
355.533017,1.333106,0.242,12.221,12.025,-1.0,C19a1sW16165,
355.541401,-0.437472,0.8681,15.945,12.251,-1.0,C19a1sW16166,
355.544468,1.492322,1.2381,11.573,12.287,-1.0,C19a1sW16167,
355.548597,0.71598,0.8292,22.297,12.226,-1.0,C19a1sW16168,
355.557276,0.759132,0.6101,10.314,12.342,-1.0,C19a1sW16169,
355.566468,2.128475,0.5366,10.484,11.993,-1.0,C19a1sW16170,
355.567331,0.566177,0.638,29.085,12.414,0.65362,C19a1sW16171,
355.583024,0.865434,0.8216,24.644,12.504,-1.0,C19a1sW16172,
355.585259,0.071853,0.7878,27.721,12.71,-1.0,C19a1sW16173,
355.593812,0.179488,0.7904,15.223,12.275,-1.0,C19a1sW16174,
355.619202,0.321165,0.7842,10.146,12.006,-1.0,C19a1sW16175,
355.624333,0.419656,1.064,20.345,12.388,-1.0,C19a1sW16176,
355.627042,0.573423,0.4806,11.163,12.086,0.48144,C19a1sW16177,
355.636768,-0.26558,0.282,14.576,12.24,0.26905,C19a1sW16178,
355.655648,-0.628782,0.8901,13.471,11.946,-1.0,C19a1sW16179,
355.656039,0.415609,0.5,17.462,12.235,0.48732,C19a1sW16180,
355.664045,0.3267,1.0728,14.453,12.302,-1.0,C19a1sW16181,
355.674646,0.417901,0.736,36.789,12.53,-1.0,C19a1sW16182,
355.678222,2.114291,0.5282,16.027,12.26,-1.0,C19a1sW16183,
355.705521,1.543173,1.06,10.766,11.908,-1.0,C19a1sW16184,
355.734546,0.431472,0.85,15.991,12.098,-1.0,C19a1sW16185,
355.743387,-0.174054,0.284,10.437,11.912,0.27861,C19a1sW16186,
355.74845,-0.082869,0.7947,10.885,12.122,-1.0,C19a1sW16187,
355.765397,0.335953,0.73,15.016,12.152,-1.0,C19a1sW16188,
