RA,Dec,z_cl,N_mem,logMs,z_bcg,ID,
29.759343,-1.828606,0.2255,12.802,12.285,-1.0,C19a1sW00360,
29.770855,-2.492304,0.3833,18.159,12.288,-1.0,C19a1sW00361,
29.795467,-5.501245,0.7121,15.355,12.502,-1.0,C19a1sW00362,
29.798925,-5.296149,0.7231,16.211,12.329,-1.0,C19a1sW00363,
29.802687,-3.405454,0.5407,22.081,12.509,-1.0,C19a1sW00364,
29.812046,-5.39029,0.626,11.112,12.214,-1.0,C19a1sW00365,
29.835626,-5.953746,0.5294,12.903,12.255,0.52217,C19a1sW00366,
29.836569,-3.721369,0.178,39.807,12.507,0.17882,C19a1sW00367,
29.839286,-3.165221,0.622,20.469,12.396,0.64934,C19a1sW00368,
29.841197,-0.707436,0.726,14.96,12.1,-1.0,C19a1sW00369,
29.841772,-1.945421,0.4488,14.49,12.096,0.43804,C19a1sW00370,
29.842264,-1.454192,0.7995,17.336,12.38,0.81132,C19a1sW00371,
29.873984,-6.52518,0.76,10.715,11.936,-1.0,C19a1sW00372,
29.877133,-3.839823,0.7799,67.619,12.822,-1.0,C19a1sW00373,
29.889982,-2.909926,0.9568,14.725,12.235,-1.0,C19a1sW00374,
29.895637,-5.84389,0.636,10.231,12.17,0.63843,C19a1sW00375,
29.897992,-2.820192,0.4676,20.38,12.373,0.47367,C19a1sW00376,
29.900088,-0.668632,0.5944,13.849,11.984,-1.0,C19a1sW00377,
29.928236,-6.146854,0.1946,19.242,12.149,-1.0,C19a1sW00378,
29.92839,-1.386227,0.3043,34.61,12.566,-1.0,C19a1sW00379,
29.928672,-4.505031,0.924,11.034,12.126,-1.0,C19a1sW00380,
29.942025,-5.455352,0.7643,15.448,12.123,-1.0,C19a1sW00381,
29.96708,-3.297395,0.6212,13.391,12.229,0.65274,C19a1sW00382,
29.98026,-2.672235,0.982,10.064,12.034,-1.0,C19a1sW00383,
29.99218,-1.919836,0.1934,16.556,12.376,0.19302,C19a1sW00384,
29.992783,-5.074369,0.4408,11.414,12.321,0.43383,C19a1sW00385,
29.998948,-0.721482,0.3462,10.454,12.057,0.35188,C19a1sW00386,
30.004039,-0.671488,0.5885,26.746,12.526,-1.0,C19a1sW00387,
30.008594,-3.992644,0.518,15.442,12.247,-1.0,C19a1sW00388,
30.011623,-5.361316,1.206,10.868,11.944,-1.0,C19a1sW00389,
30.016065,-6.387732,1.154,13.468,12.434,-1.0,C19a1sW00390,
30.023934,-5.505392,0.722,19.261,12.423,-1.0,C19a1sW00391,
30.02469,-2.310669,0.44,15.12,12.071,0.4468,C19a1sW00392,
30.029599,-1.276832,0.228,17.061,12.346,0.25183,C19a1sW00393,
30.053979,-6.151968,1.0578,15.998,12.301,-1.0,C19a1sW00394,
30.072701,-5.284889,0.7753,10.617,12.319,-1.0,C19a1sW00395,
30.077567,-6.298353,1.016,20.126,12.233,-1.0,C19a1sW00396,
30.081026,-3.488255,0.2871,39.24,12.439,-1.0,C19a1sW00397,
30.08638,-6.261125,1.16,13.432,12.307,-1.0,C19a1sW00398,
30.097907,-4.49172,1.0139,20.089,12.41,-1.0,C19a1sW00399,
30.111124,-0.936706,0.8206,10.936,12.078,-1.0,C19a1sW00400,
30.114515,-4.133794,1.012,10.731,12.296,-1.0,C19a1sW00401,
30.114775,-2.579998,0.238,15.652,12.026,-1.0,C19a1sW00402,
30.131647,-5.315881,0.8383,13.051,12.197,-1.0,C19a1sW00403,
30.143412,-5.449417,0.2312,18.514,12.266,0.22918,C19a1sW00404,
30.149897,-5.107333,0.4348,11.218,11.862,-1.0,C19a1sW00405,
30.161424,-6.127636,1.184,10.13,12.335,-1.0,C19a1sW00406,
30.163932,-1.427299,0.544,10.281,12.033,-1.0,C19a1sW00407,
30.196096,-6.044241,1.0321,14.83,12.156,-1.0,C19a1sW00408,
30.197599,-3.401294,0.7816,13.359,12.242,-1.0,C19a1sW00409,
30.206836,-3.758372,0.62,12.86,12.069,-1.0,C19a1sW00410,
30.212844,-3.863624,0.9625,11.387,12.291,-1.0,C19a1sW00411,
30.21543,-2.574611,0.484,11.632,12.15,0.46607,C19a1sW00412,
30.22012,-1.585391,0.5441,11.769,12.081,-1.0,C19a1sW00413,
30.235405,-1.316719,0.4686,10.926,12.044,0.46445,C19a1sW00414,
30.241652,-4.901712,1.0312,10.11,12.17,-1.0,C19a1sW00415,
30.242279,-6.458052,0.343,14.678,12.281,0.33711,C19a1sW00416,
30.244077,-5.161193,0.228,10.083,12.022,0.23225,C19a1sW00417,
30.24964,-3.93014,0.966,11.886,12.053,-1.0,C19a1sW00418,
30.257006,-2.819098,0.438,11.895,12.296,0.45248,C19a1sW00419,
30.273825,-5.224399,0.427,11.762,12.142,0.43445,C19a1sW00420,
30.281216,-2.108265,0.7977,15.207,12.32,0.80499,C19a1sW00421,
30.293281,-6.108001,0.6102,12.848,12.298,-1.0,C19a1sW00422,
30.314917,-5.582314,0.592,13.188,12.005,0.59991,C19a1sW00423,
30.316922,-2.077575,0.5976,10.662,12.228,-1.0,C19a1sW00424,
30.319526,-2.707297,0.574,19.922,12.41,0.56336,C19a1sW00425,
30.319626,-1.408534,0.2039,37.427,12.608,0.20858,C19a1sW00426,
30.324182,-5.897054,0.2235,13.073,12.148,0.23528,C19a1sW00427,
30.329863,-2.97206,0.7626,18.011,12.236,-1.0,C19a1sW00428,
30.331101,-2.878207,0.7088,18.576,12.438,0.70193,C19a1sW00429,
30.339123,-2.369004,0.554,19.742,12.278,-1.0,C19a1sW00430,
30.340248,-4.95297,0.9399,13.402,12.417,-1.0,C19a1sW00431,
30.343165,-2.63591,0.8718,20.381,12.399,-1.0,C19a1sW00432,
30.344671,-4.607092,0.3656,15.927,12.096,-1.0,C19a1sW00433,
30.363223,-6.688171,0.654,14.025,12.267,-1.0,C19a1sW00434,
30.377881,-1.578005,0.686,29.747,12.624,-1.0,C19a1sW00435,
30.387603,-3.472699,0.8651,12.328,12.264,-1.0,C19a1sW00436,
30.391242,-2.07692,0.5609,10.327,12.149,-1.0,C19a1sW00437,
30.392586,-4.046713,0.977,10.901,12.036,-1.0,C19a1sW00438,
30.39351,-3.001634,0.325,16.513,12.3,0.32958,C19a1sW00439,
30.406633,-6.414044,0.4162,17.76,12.106,-1.0,C19a1sW00440,
30.415586,-6.380787,0.3377,24.348,12.344,0.33393,C19a1sW00441,
30.416062,-3.707568,0.582,12.028,12.294,0.57279,C19a1sW00442,
30.416871,-5.047497,0.8163,26.545,12.56,-1.0,C19a1sW00443,
30.420748,-5.030171,0.2062,16.535,12.36,0.23324,C19a1sW00444,
30.425195,-3.737014,1.05,17.477,12.39,-1.0,C19a1sW00445,
30.426623,-4.688025,0.186,16.916,12.161,0.13525,C19a1sW00446,
30.427971,-1.633732,0.211,26.615,12.35,-1.0,C19a1sW00447,
30.437204,-3.402622,0.558,12.844,12.086,-1.0,C19a1sW00448,
30.440013,-2.92863,0.662,11.546,12.112,-1.0,C19a1sW00449,
30.445168,-2.198314,0.204,72.431,12.741,0.19341,C19a1sW00450,
30.4456,-0.761033,0.9501,15.55,12.317,-1.0,C19a1sW00451,
30.457955,-1.2578,0.563,11.971,12.232,0.64662,C19a1sW00452,
30.462905,-4.084121,1.018,18.468,12.387,-1.0,C19a1sW00453,
30.47743,-4.521928,0.3715,13.835,12.218,0.35067,C19a1sW00454,
30.478562,-6.632113,1.1301,12.181,12.115,-1.0,C19a1sW00455,
30.481826,-1.217338,0.3529,16.623,12.249,0.36649,C19a1sW00456,
30.492083,-4.170322,0.7754,15.717,12.255,-1.0,C19a1sW00457,
30.496195,-4.074991,0.144,12.405,12.014,0.16704,C19a1sW00458,
30.498531,-1.401731,0.568,12.556,12.467,-1.0,C19a1sW00459,
30.503027,-3.96875,0.7828,16.36,12.338,-1.0,C19a1sW00460,
30.50959,-5.562067,1.2616,13.424,12.329,-1.0,C19a1sW00461,
30.523057,-3.218786,1.1199,18.425,12.321,-1.0,C19a1sW00462,
30.525532,-4.847463,1.2,12.167,12.269,-1.0,C19a1sW00463,
30.52657,-4.628641,0.616,16.016,12.155,-1.0,C19a1sW00464,
30.539837,-3.889479,0.214,10.46,11.96,0.29349,C19a1sW00465,
30.543684,-3.187529,0.159,31.885,12.426,0.1538,C19a1sW00466,
30.54654,-2.030546,0.2421,17.445,12.33,-1.0,C19a1sW00467,
30.547732,-1.079519,0.8137,17.18,12.478,-1.0,C19a1sW00468,
30.558296,-1.355981,0.7509,11.418,11.962,-1.0,C19a1sW00469,
30.55887,-3.261273,0.98,17.648,12.185,-1.0,C19a1sW00470,
30.566443,-5.644474,0.702,17.839,12.474,0.71164,C19a1sW00471,
30.572605,-5.536872,0.7904,11.818,12.21,-1.0,C19a1sW00472,
30.575802,-3.013384,0.356,16.426,12.084,0.35943,C19a1sW00473,
30.583566,-2.453087,0.8738,17.914,12.44,-1.0,C19a1sW00474,
30.586709,-3.698157,0.7107,11.827,12.265,0.69802,C19a1sW00475,
30.586918,-5.918861,0.206,24.037,12.389,0.19786,C19a1sW00476,
30.592897,-3.695218,0.1802,17.228,12.246,0.1792,C19a1sW00477,
30.594438,-4.835147,0.436,13.478,11.957,0.43573,C19a1sW00478,
30.599891,-0.93263,0.612,29.036,12.622,0.59939,C19a1sW00479,
30.60803,-0.75078,1.1905,10.908,12.179,-1.0,C19a1sW00480,
30.608625,-0.640317,1.3325,10.448,12.231,-1.0,C19a1sW00481,
30.615002,-5.023634,0.2356,17.371,12.373,0.23251,C19a1sW00482,
30.616082,-2.700227,0.6389,17.147,12.329,0.64087,C19a1sW00483,
30.620478,-5.742049,0.6996,22.489,12.498,0.71228,C19a1sW00484,
30.625169,-2.953508,0.946,16.482,12.508,0.92426,C19a1sW00485,
30.628436,-6.523898,0.312,12.598,11.995,0.31358,C19a1sW00486,
30.6294,-5.134555,1.2001,12.151,12.397,-1.0,C19a1sW00487,
30.631228,-3.943315,0.722,15.871,12.412,-1.0,C19a1sW00488,
30.632354,-5.648185,0.2047,10.711,12.226,0.19793,C19a1sW00489,
30.636131,-1.694487,0.3716,18.76,12.287,0.36317,C19a1sW00490,
30.640581,-6.162944,0.8103,11.898,12.239,-1.0,C19a1sW00491,
30.647019,-5.643154,0.84,10.591,12.155,-1.0,C19a1sW00492,
30.64751,-1.324241,0.9296,10.969,12.099,-1.0,C19a1sW00493,
30.667624,-1.709558,0.8279,11.871,11.855,-1.0,C19a1sW00494,
30.669474,-3.6447,0.6125,17.112,12.362,0.63118,C19a1sW00495,
30.672027,-3.071251,0.928,11.636,12.011,-1.0,C19a1sW00496,
30.681994,-2.855882,1.0126,10.928,12.106,-1.0,C19a1sW00497,
30.684804,-5.216752,1.1719,10.44,12.29,-1.0,C19a1sW00498,
30.685391,-0.79206,0.2426,11.313,11.928,-1.0,C19a1sW00499,
30.687303,-3.465089,0.554,21.501,12.445,-1.0,C19a1sW00500,
30.689663,-0.732701,0.1603,10.681,12.005,0.16127,C19a1sW00501,
30.692686,-2.676057,1.0142,15.243,12.201,-1.0,C19a1sW00502,
30.704823,-4.035613,0.258,24.12,12.143,0.29239,C19a1sW00503,
30.715332,-4.409908,0.592,12.734,12.084,0.5974,C19a1sW00504,
30.715375,-2.933003,1.1888,11.965,12.179,-1.0,C19a1sW00505,
30.725492,-6.190892,1.066,14.188,12.118,-1.0,C19a1sW00506,
30.728175,-5.800812,0.914,12.294,12.188,-1.0,C19a1sW00507,
30.730676,-2.752083,0.8739,34.415,12.528,-1.0,C19a1sW00508,
30.74352,-6.258057,0.2026,12.999,12.102,-1.0,C19a1sW00509,
30.748478,-0.709983,0.4246,31.269,12.528,0.43532,C19a1sW00510,
30.758979,-4.993781,0.502,26.134,12.608,0.51206,C19a1sW00511,
30.762732,-2.951606,0.1806,11.436,12.074,-1.0,C19a1sW00512,
30.775644,-5.732072,0.582,11.883,12.22,-1.0,C19a1sW00513,
30.780552,-2.777814,0.496,10.55,12.169,0.46628,C19a1sW00514,
30.781765,-3.196048,0.7119,12.306,12.208,-1.0,C19a1sW00515,
30.791336,-4.437781,0.7337,13.491,12.226,0.6767,C19a1sW00516,
30.807225,-0.788273,0.3503,51.619,12.605,0.37173,C19a1sW00517,
30.81096,-4.643435,0.5946,16.291,12.239,-1.0,C19a1sW00518,
30.819173,-1.40022,0.7011,28.334,12.646,0.71089,C19a1sW00519,
30.839091,-1.279916,0.5978,15.616,12.352,0.60318,C19a1sW00520,
30.846159,-4.777928,0.976,10.064,12.049,-1.0,C19a1sW00521,
30.864178,-6.275225,1.1021,15.705,12.435,-1.0,C19a1sW00522,
30.864355,-3.770716,0.2875,25.006,12.401,0.26842,C19a1sW00523,
30.866804,-0.556563,0.636,12.967,11.932,-1.0,C19a1sW00524,
30.868496,-5.876008,0.3974,10.48,12.157,-1.0,C19a1sW00525,
30.893933,-1.90242,0.1692,11.293,12.322,0.16712,C19a1sW00526,
30.902755,-3.879753,0.1756,10.742,11.721,0.16623,C19a1sW00527,
30.905038,-5.995366,0.3403,10.634,12.248,0.33224,C19a1sW00528,
30.906502,-4.870106,0.828,11.367,11.983,0.8275,C19a1sW00529,
30.911036,-6.52661,1.0598,14.722,12.41,-1.0,C19a1sW00530,
30.912046,-5.605231,0.686,19.055,12.47,0.6939,C19a1sW00531,
30.92227,-0.978217,0.4227,15.742,12.35,0.40903,C19a1sW00532,
30.923317,-1.149984,0.7119,11.301,12.185,0.49592,C19a1sW00533,
30.937103,-6.069053,0.902,19.993,12.38,-1.0,C19a1sW00534,
30.942745,-2.628942,0.8461,13.746,12.154,-1.0,C19a1sW00535,
30.946551,-2.167854,0.807,13.395,12.249,-1.0,C19a1sW00536,
30.957813,-4.356734,0.7761,15.684,12.137,0.7694,C19a1sW00537,
30.970972,-5.027928,0.502,25.66,12.45,0.52097,C19a1sW00538,
30.971942,-5.09406,1.1459,10.542,12.261,-1.0,C19a1sW00539,
30.972949,-0.976634,0.1178,12.22,11.955,0.04189,C19a1sW00540,
31.005135,-3.839486,0.898,11.894,12.07,-1.0,C19a1sW00541,
31.009264,-2.987383,0.5374,10.164,12.062,-1.0,C19a1sW00542,
31.0119,-2.248371,0.1823,34.385,12.611,0.17808,C19a1sW00543,
31.014348,-3.599784,0.768,15.685,12.455,-1.0,C19a1sW00544,
31.0217,-1.538598,0.7322,10.889,12.286,-1.0,C19a1sW00545,
31.033182,-1.775151,0.6645,18.435,12.346,-1.0,C19a1sW00546,
31.054055,-2.886653,0.8986,12.21,12.078,0.91895,C19a1sW00547,
31.066406,-6.410142,1.2,10.743,12.091,-1.0,C19a1sW00548,
31.08066,-4.775727,0.62,13.721,12.481,0.61755,C19a1sW00549,
31.090664,-2.513807,1.15,13.335,12.391,-1.0,C19a1sW00550,
31.099929,-6.652017,1.0047,27.898,12.386,-1.0,C19a1sW00551,
31.10331,-2.673878,0.9936,15.449,12.41,-1.0,C19a1sW00552,
31.112083,-5.077836,0.96,15.592,12.234,-1.0,C19a1sW00553,
31.122967,-1.45267,0.622,18.131,12.337,-1.0,C19a1sW00554,
31.123769,-2.509154,0.678,21.767,12.438,0.6505,C19a1sW00555,
31.123909,-2.311017,1.0679,10.437,12.288,-1.0,C19a1sW00556,
31.130383,-0.919602,0.9472,23.962,12.361,-1.0,C19a1sW00557,
31.130592,-3.100867,0.2964,12.14,12.034,-1.0,C19a1sW00558,
31.154996,-6.396107,0.9972,11.236,12.121,-1.0,C19a1sW00559,
31.155788,-2.180127,0.8022,18.77,12.333,-1.0,C19a1sW00560,
31.156244,-4.753457,0.952,18.127,12.184,-1.0,C19a1sW00561,
31.16692,-5.988252,0.9312,12.92,12.312,-1.0,C19a1sW00562,
31.176983,-5.454107,0.6322,22.762,12.473,0.65119,C19a1sW00563,
31.188716,-3.215868,0.868,10.433,12.222,-1.0,C19a1sW00564,
31.193279,-5.653044,0.7,18.296,12.201,-1.0,C19a1sW00565,
31.195579,-1.162891,0.4211,17.624,12.336,0.43126,C19a1sW00566,
31.196516,-1.287044,0.2394,13.832,12.148,-1.0,C19a1sW00567,
31.196516,-1.287044,0.312,29.098,12.388,-1.0,C19a1sW00568,
31.197876,-5.304592,0.5388,11.876,12.306,0.54425,C19a1sW00569,
31.205241,-3.366347,1.018,19.077,12.485,-1.0,C19a1sW00570,
31.212727,-1.626631,0.614,13.474,12.276,-1.0,C19a1sW00571,
31.221068,-0.883623,0.388,10.17,12.034,0.39604,C19a1sW00572,
31.222579,-2.481107,1.022,13.427,11.964,-1.0,C19a1sW00573,
31.224289,-5.302494,1.131,12.076,12.204,-1.0,C19a1sW00574,
31.225535,-4.087576,0.616,15.871,12.413,-1.0,C19a1sW00575,
31.229962,-5.194069,0.6738,18.939,12.513,0.69919,C19a1sW00576,
31.232113,-3.055755,0.5479,25.113,12.415,-1.0,C19a1sW00577,
31.233113,-5.044506,1.1481,11.618,12.325,-1.0,C19a1sW00578,
31.235054,-4.251368,0.626,15.381,12.309,0.6243,C19a1sW00579,
31.238975,-3.416949,0.2355,12.565,12.013,-1.0,C19a1sW00580,
31.239634,-6.137728,0.7122,10.085,12.12,-1.0,C19a1sW00581,
31.25162,-5.930139,0.394,25.889,12.339,0.41344,C19a1sW00582,
31.256497,-6.359949,1.1566,11.72,12.12,-1.0,C19a1sW00583,
31.265145,-4.489254,0.9481,15.458,12.04,-1.0,C19a1sW00584,
31.270364,-4.716704,1.174,24.447,12.502,-1.0,C19a1sW00585,
31.273012,-4.307583,0.7652,12.554,12.292,-1.0,C19a1sW00586,
31.284569,-3.685495,0.9418,11.356,12.361,-1.0,C19a1sW00587,
31.289308,-3.377429,0.766,16.874,12.402,0.74476,C19a1sW00588,
31.290549,-4.918395,0.2136,14.632,12.236,0.21133,C19a1sW00589,
31.297588,-4.588867,1.1439,12.597,12.224,-1.0,C19a1sW00590,
31.298182,-5.758238,1.1599,11.359,12.366,-1.0,C19a1sW00591,
31.29986,-1.698615,0.24,18.506,12.367,-1.0,C19a1sW00592,
31.30151,-5.260843,0.9519,12.5,12.217,-1.0,C19a1sW00593,
31.305482,-2.905589,1.1541,12.452,12.157,-1.0,C19a1sW00594,
31.308156,-6.011819,0.7781,19.799,12.418,-1.0,C19a1sW00595,
31.313996,-5.693149,0.6901,26.957,12.403,-1.0,C19a1sW00596,
31.319592,-4.655573,0.96,39.663,12.683,0.96803,C19a1sW00597,
31.341629,-4.051911,0.618,16.053,12.331,0.62306,C19a1sW00598,
31.354827,-5.732362,0.26,45.156,12.52,0.29515,C19a1sW00599,
31.359488,-3.974861,1.0046,11.213,12.045,-1.0,C19a1sW00600,
31.362778,-2.121522,0.1787,16.013,12.209,-1.0,C19a1sW00601,
31.370041,-2.37816,0.1911,11.045,12.055,0.18548,C19a1sW00602,
31.370102,-6.230669,1.155,13.813,12.218,-1.0,C19a1sW00603,
31.375404,-3.024737,1.2414,10.27,12.244,-1.0,C19a1sW00604,
31.380979,-6.3444,1.1518,11.842,12.251,-1.0,C19a1sW00605,
31.385283,-4.585526,0.628,11.042,12.18,-1.0,C19a1sW00606,
31.392507,-5.86404,0.8313,10.911,12.134,0.816,C19a1sW00607,
31.400229,-2.431215,0.9566,31.98,12.584,-1.0,C19a1sW00608,
31.423014,-1.782943,0.8466,14.291,12.128,-1.0,C19a1sW00609,
31.424976,-1.589711,0.292,10.096,12.256,0.29392,C19a1sW00610,
31.425441,-4.728486,1.087,11.095,12.395,-1.0,C19a1sW00611,
31.436656,-5.277067,0.65,16.404,12.41,-1.0,C19a1sW00612,
31.438066,-4.601759,0.944,11.654,12.131,-1.0,C19a1sW00613,
31.442283,-5.587009,1.098,18.758,12.342,-1.0,C19a1sW00614,
31.444191,-4.889094,0.8998,10.133,12.197,0.90868,C19a1sW00615,
31.450873,-6.167069,0.82,10.549,12.156,-1.0,C19a1sW00616,
31.452311,-3.350732,0.1624,25.785,12.223,-1.0,C19a1sW00617,
31.457508,-5.422267,0.592,10.607,12.05,0.6033,C19a1sW00618,
31.460626,-2.388097,1.092,32.329,12.656,-1.0,C19a1sW00619,
31.468695,-1.190701,1.0085,12.771,12.094,-1.0,C19a1sW00620,
31.480927,-5.130496,1.1161,16.197,12.389,-1.0,C19a1sW00621,
31.493907,-5.814061,1.112,13.954,12.283,-1.0,C19a1sW00622,
31.497251,-3.972452,0.619,22.133,12.539,-1.0,C19a1sW00623,
31.504598,-0.838357,0.3874,15.021,12.535,0.37478,C19a1sW00624,
31.513662,-4.545975,0.9591,16.194,12.416,-1.0,C19a1sW00625,
31.513831,-2.945554,1.1861,10.018,12.165,-1.0,C19a1sW00626,
31.515311,-5.19409,0.8152,13.342,12.017,0.8172,C19a1sW00627,
31.51657,-0.589953,1.014,11.994,12.131,-1.0,C19a1sW00628,
31.522733,-1.93235,0.638,16.591,12.31,0.65697,C19a1sW00629,
31.533093,-1.403956,1.0852,12.001,12.025,-1.0,C19a1sW00630,
31.534581,-5.884227,0.952,14.58,12.406,-1.0,C19a1sW00631,
31.537989,-5.087068,0.5852,17.169,12.517,0.6141,C19a1sW00632,
31.540368,-6.456561,0.935,22.99,12.571,-1.0,C19a1sW00633,
31.542414,-6.095341,1.1585,15.749,12.178,-1.0,C19a1sW00634,
31.544308,-2.257038,0.3919,12.946,12.018,-1.0,C19a1sW00635,
31.546762,-6.107816,0.822,10.018,12.181,-1.0,C19a1sW00636,
31.547423,-6.192007,0.9392,37.419,12.793,0.9191,C19a1sW00637,
31.554741,-1.250012,0.6834,60.863,12.734,-1.0,C19a1sW00638,
31.562815,-3.979169,0.9521,15.912,12.276,-1.0,C19a1sW00639,
31.566003,-1.512765,0.19,19.562,12.444,-1.0,C19a1sW00640,
31.569378,-5.889345,0.4166,10.226,12.004,0.42712,C19a1sW00641,
31.578828,-3.602915,0.6716,11.289,12.159,-1.0,C19a1sW00642,
31.587557,-5.014377,0.3934,14.628,12.101,0.41171,C19a1sW00643,
31.594551,-4.501574,0.7795,15.115,12.326,-1.0,C19a1sW00644,
31.595229,-1.308775,0.1955,39.762,12.733,0.19844,C19a1sW00645,
31.597652,-5.639794,0.774,30.709,12.554,0.7604,C19a1sW00646,
31.602124,-0.966821,0.622,12.697,12.093,0.65017,C19a1sW00647,
31.603368,-5.439751,0.6,11.701,12.407,0.606,C19a1sW00648,
31.603932,-5.221076,0.66,15.12,12.355,-1.0,C19a1sW00649,
31.610625,-6.028722,0.2613,17.394,12.218,0.28842,C19a1sW00650,
31.613049,-2.830225,0.128,14.507,12.079,0.14387,C19a1sW00651,
31.621751,-1.945147,0.3,11.957,12.195,0.29618,C19a1sW00652,
31.624708,-6.401184,0.7563,10.789,11.773,-1.0,C19a1sW00653,
31.647199,-4.21191,0.612,11.132,12.108,0.6678,C19a1sW00654,
31.649875,-4.095494,0.608,11.625,12.305,-1.0,C19a1sW00655,
31.649905,-3.196129,0.4398,21.076,12.238,-1.0,C19a1sW00656,
31.65373,-6.167043,0.8847,10.184,12.129,-1.0,C19a1sW00657,
31.668714,-5.343937,0.1568,19.932,12.409,0.13751,C19a1sW00658,
31.674323,-5.446202,0.398,17.293,12.238,0.40875,C19a1sW00659,
31.675036,-3.518105,0.608,19.124,12.4,0.61269,C19a1sW00660,
31.695815,-2.392651,1.0169,13.058,12.07,-1.0,C19a1sW00661,
31.70082,-2.489673,0.302,14.607,12.079,0.2847,C19a1sW00662,
31.705393,-5.256199,0.638,12.955,12.466,0.65004,C19a1sW00663,
31.711768,-3.594524,0.6666,25.646,12.421,-1.0,C19a1sW00664,
31.712776,-4.499906,0.8177,14.522,12.173,-1.0,C19a1sW00665,
31.723658,-2.15782,0.47,13.922,12.237,-1.0,C19a1sW00666,
31.732147,-2.82579,1.026,12.067,12.126,-1.0,C19a1sW00667,
31.741092,-3.304313,0.7473,13.221,12.249,-1.0,C19a1sW00668,
31.74238,-1.718966,0.618,11.789,12.015,-1.0,C19a1sW00669,
31.742443,-1.265534,0.688,24.223,12.419,-1.0,C19a1sW00670,
31.743357,-1.330933,0.5411,24.372,12.481,0.53898,C19a1sW00671,
31.748578,-2.933438,0.7886,10.664,12.328,-1.0,C19a1sW00672,
31.762694,-1.413163,0.813,13.512,12.144,-1.0,C19a1sW00673,
31.770648,-0.798333,0.62,14.958,12.117,-1.0,C19a1sW00674,
31.772636,-2.983493,0.9739,48.269,12.653,-1.0,C19a1sW00675,
31.77528,-2.934937,0.3835,10.708,12.096,0.37815,C19a1sW00676,
31.775858,-4.599934,0.9309,21.736,12.433,-1.0,C19a1sW00677,
31.777747,-3.336961,0.4462,21.268,12.466,0.43735,C19a1sW00678,
31.78153,-3.952347,0.782,11.498,12.008,0.77633,C19a1sW00679,
31.781895,-1.962723,1.172,10.259,12.058,-1.0,C19a1sW00680,
31.784692,-1.990338,0.742,15.712,12.307,-1.0,C19a1sW00681,
31.786034,-4.330178,0.61,18.012,12.336,0.59505,C19a1sW00682,
31.798145,-3.215453,0.2449,15.387,11.962,-1.0,C19a1sW00683,
31.802255,-5.529348,0.6113,24.828,12.48,0.62379,C19a1sW00684,
31.811242,-5.668919,0.3273,10.375,11.862,-1.0,C19a1sW00685,
31.825955,-4.663947,0.7805,10.548,12.374,-1.0,C19a1sW00686,
31.833569,-4.825267,0.254,28.369,12.393,0.25447,C19a1sW00687,
31.840428,-6.092784,0.8873,11.876,12.275,-1.0,C19a1sW00688,
31.844821,-3.61427,0.654,11.986,12.305,-1.0,C19a1sW00689,
31.846692,-3.333363,0.7531,10.197,12.398,-1.0,C19a1sW00690,
31.852674,-0.803376,0.304,13.82,12.194,-1.0,C19a1sW00691,
31.861171,-2.005691,0.612,13.88,12.229,-1.0,C19a1sW00692,
31.870226,-6.029731,0.8918,13.239,12.302,-1.0,C19a1sW00693,
31.879484,-1.021222,0.134,18.683,12.214,0.11758,C19a1sW00694,
31.884155,-1.558573,0.204,13.818,12.203,0.21205,C19a1sW00695,
31.885116,-3.956724,0.766,10.481,12.105,-1.0,C19a1sW00696,
31.885743,-0.912886,0.8161,21.991,12.328,-1.0,C19a1sW00697,
31.887167,-3.599034,1.1485,10.127,12.208,-1.0,C19a1sW00698,
31.888947,-6.430232,1.084,10.315,12.171,-1.0,C19a1sW00699,
31.891254,-6.101016,0.62,13.072,12.188,-1.0,C19a1sW00700,
31.93556,-6.189091,0.3134,13.036,12.42,0.327,C19a1sW00701,
31.937423,-3.675365,0.7014,11.234,12.302,-1.0,C19a1sW00702,
31.946338,-2.404384,0.837,11.437,12.302,-1.0,C19a1sW00703,
31.968512,-0.863525,0.599,15.109,12.311,0.61068,C19a1sW00704,
31.979635,-1.04444,0.7619,30.29,12.318,0.76421,C19a1sW00705,
31.980909,-3.41889,0.148,10.059,11.968,-1.0,C19a1sW00706,
31.983405,-1.385319,1.2682,10.205,12.15,-1.0,C19a1sW00707,
31.990617,-2.489982,0.954,10.209,12.069,-1.0,C19a1sW00708,
31.997596,-2.102901,0.716,16.202,12.255,-1.0,C19a1sW00709,
32.001163,-5.860009,0.469,10.746,12.038,0.4841,C19a1sW00710,
32.007108,-1.623847,1.304,15.208,12.33,-1.0,C19a1sW00711,
32.01083,-4.731166,0.698,22.768,12.376,-1.0,C19a1sW00712,
32.011135,-3.875872,0.214,13.442,12.198,0.21919,C19a1sW00713,
32.012139,-1.277673,0.612,29.618,12.689,-1.0,C19a1sW00714,
32.013,-3.396459,0.202,16.091,12.152,0.20881,C19a1sW00715,
32.014135,-6.504967,1.0842,13.889,12.026,-1.0,C19a1sW00716,
32.017029,-0.655411,1.2001,13.76,12.282,-1.0,C19a1sW00717,
32.026773,-3.954503,0.7821,16.331,12.365,-1.0,C19a1sW00718,
32.028222,-6.022411,0.686,11.487,11.903,-1.0,C19a1sW00719,
32.040268,-1.058962,0.244,26.187,12.347,0.27852,C19a1sW00720,
32.048364,-2.177676,1.0894,15.205,12.41,-1.0,C19a1sW00721,
