#   RA         Dec     z_cl    N_mem logMs  z_bcg    ID
345.997473   2.449711 0.7420  18.532 12.082 -1.0    C19a1nW18085
345.997951  -0.411368 1.0140  14.286 12.196 -1.0    C19a1nW18086
346.006417   0.686306 0.4191  10.442 12.316 0.40455 C19a1nW18087
346.008318   1.793631 0.7520  23.663 12.506 -1.0    C19a1nW18088
346.011690   2.007661 0.9200  18.580 12.342 -1.0    C19a1nW18089
346.015144  -0.622876 0.6876  11.354 12.494 -1.0    C19a1nW18090
346.019460   1.466819 1.1789  11.744 12.253 -1.0    C19a1nW18091
346.046360   0.071532 0.4089  31.438 12.380 0.40660 C19a1nW18092
346.057599   1.691185 0.5959  12.653 12.114 0.56955 C19a1nW18093
346.057818   0.640619 0.7707  19.310 12.465 -1.0    C19a1nW18094
346.101444  -0.877428 0.8424  16.435 12.409 -1.0    C19a1nW18095
346.117642   2.407075 0.7292  23.674 12.441 0.71780 C19a1nW18096
346.118250   2.164334 0.5517  14.700 12.217 -1.0    C19a1nW18097
346.121316  -0.368011 0.7486  10.154 12.046 -1.0    C19a1nW18098
346.131670   0.354167 0.6541  12.513 12.366 -1.0    C19a1nW18099
346.132204   2.032262 0.7763  10.382 11.958 -1.0    C19a1nW18100
346.138928   0.087733 0.6410  10.192 12.314 -1.0    C19a1nW18101
346.170016  -0.698531 0.8186  13.398 12.369 -1.0    C19a1nW18102
346.176310   0.189699 0.9920  14.541 12.164 -1.0    C19a1nW18103
346.180590  -0.334220 1.1500  11.396 12.135 -1.0    C19a1nW18104
346.216528  -1.097649 0.7637  14.458 12.147 -1.0    C19a1nW18105
346.220159  -0.457066 1.1500  13.095 12.285 -1.0    C19a1nW18106
346.221263   1.809791 1.3653  16.520 12.466 -1.0    C19a1nW18107
346.233467  -0.603707 1.0738  10.691 12.139 -1.0    C19a1nW18108
346.240393  -0.953692 0.5323  20.219 12.216 0.52419 C19a1nW18109
346.241764   0.655554 0.7729  18.190 12.311 -1.0    C19a1nW18110
346.256121  -0.981403 0.2900  10.614 12.205 -1.0    C19a1nW18111
346.271545   0.772630 1.2045  12.358 12.342 -1.0    C19a1nW18112
346.276948  -0.382507 0.7200  14.472 12.466 -1.0    C19a1nW18113
346.288640  -0.112890 0.5327  34.221 12.703 -1.0    C19a1nW18114
346.289172   2.130156 0.9819  27.249 12.508 -1.0    C19a1nW18115
346.291124  -0.632996 0.8238  16.897 12.328 -1.0    C19a1nW18116
346.302319  -0.627004 0.7464  11.646 12.320 -1.0    C19a1nW18117
346.314919   1.972478 1.1400  10.875 12.019 -1.0    C19a1nW18118
346.333256  -0.751099 0.6512  31.127 12.618 0.64060 C19a1nW18119
346.358594  -0.117962 1.1550  11.462 12.246 -1.0    C19a1nW18120
346.373467  -0.132683 0.8120  13.304 12.085 -1.0    C19a1nW18121
346.377905   0.678619 0.4288  26.003 12.524 0.40451 C19a1nW18122
346.392887  -0.023223 0.6455  11.450 12.542 0.61164 C19a1nW18123
346.396909  -0.537137 0.8020  17.281 12.228 -1.0    C19a1nW18124
346.399014   0.125807 0.6378  19.784 12.476 0.61019 C19a1nW18125
346.406068  -0.870354 0.7420  10.352 12.053 -1.0    C19a1nW18126
346.418876   2.503640 1.0682  16.157 12.124 -1.0    C19a1nW18127
346.427803   2.459062 0.7460  12.482 12.407 -1.0    C19a1nW18128
346.434110  -0.172582 0.5391  10.262 12.257 0.46336 C19a1nW18129
346.445186  -0.128231 0.7153  13.306 12.312 0.69531 C19a1nW18130
346.485683   0.083270 0.4145  11.306 12.549 0.37080 C19a1nW18131
346.487504   2.344538 0.9160  12.369 12.103 -1.0    C19a1nW18132
346.490613  -0.668186 0.9241  10.354 12.278 -1.0    C19a1nW18133
346.504072  -0.796465 0.3320  10.611 12.096 0.35210 C19a1nW18134
346.511221   2.051584 0.7490  12.347 12.244 -1.0    C19a1nW18135
346.545573  -0.747882 1.0051  14.965 12.299 -1.0    C19a1nW18136
346.545982  -0.708783 0.7420  11.364 12.048 -1.0    C19a1nW18137
346.581711  -0.202662 0.6020  13.846 12.380 -1.0    C19a1nW18138
346.585874  -0.101389 1.2609  10.102 12.152 -1.0    C19a1nW18139
346.590220   0.066863 0.7103  12.338 12.308 -1.0    C19a1nW18140
346.591216   2.083398 0.6060  18.671 12.251 -1.0    C19a1nW18141
346.609630   1.276482 1.0134  10.676 12.185 -1.0    C19a1nW18142
346.618207   2.302714 0.2776  11.642 12.049 -1.0    C19a1nW18143
346.626218  -0.346791 0.5453  12.511 12.132 0.52207 C19a1nW18144
346.635885  -0.631023 0.5555  13.472 12.342 -1.0    C19a1nW18145
346.640813   0.835189 0.4346  11.828 12.245 0.40607 C19a1nW18146
346.644827   1.060708 0.6988  11.117 12.409 -1.0    C19a1nW18147
346.686347   2.335993 0.9852  10.247 11.982 -1.0    C19a1nW18148
346.709884   1.128488 0.5880  12.973 12.368 0.57365 C19a1nW18149
346.728145   1.694234 0.4056  36.753 12.458 -1.0    C19a1nW18150
346.730694   0.374694 0.6640  18.695 12.384 -1.0    C19a1nW18151
346.738456   1.998686 0.8506  11.610 12.048 -1.0    C19a1nW18152
346.739395   0.812935 0.6641  12.760 12.354 -1.0    C19a1nW18153
346.767128  -0.149379 0.3332  13.831 12.193 0.35691 C19a1nW18154
346.777693   0.906823 0.3410  10.467 12.145 -1.0    C19a1nW18155
346.782464   1.068590 0.6120  10.073 12.123 0.58309 C19a1nW18156
346.804879  -0.238352 1.0840  14.337 11.876 -1.0    C19a1nW18157
346.805614   1.053011 0.4720  19.669 12.388 -1.0    C19a1nW18158
346.822714   2.227049 0.5912  10.490 12.213 0.57063 C19a1nW18159
346.826390   1.037332 0.7300  12.326 12.165 -1.0    C19a1nW18160
346.826569   1.107953 0.5181  13.920 12.218 0.50499 C19a1nW18161
346.840909   2.069013 0.5921  19.256 12.337 -1.0    C19a1nW18162
346.858732  -0.841456 0.7300  12.048 12.182 -1.0    C19a1nW18163
346.892137   2.229247 0.9211  10.617 11.975 -1.0    C19a1nW18164
346.900028  -0.827460 0.4260  17.551 12.350 -1.0    C19a1nW18165
346.905506   0.563752 0.5900  10.692 12.167 -1.0    C19a1nW18166
346.909263  -0.830912 0.3200  10.134 11.952 -1.0    C19a1nW18167
346.916265   1.515519 0.4049  78.359 12.948 0.38817 C19a1nW18168
346.951839   1.534601 0.3268  29.472 12.316 -1.0    C19a1nW18169
346.991481   2.156725 0.9460  11.241 12.105 -1.0    C19a1nW18170
346.998931   0.837188 0.3415  17.074 12.232 0.38367 C19a1nW18171
347.014339   1.161842 1.3440  11.721 12.375 -1.0    C19a1nW18172
347.015223  -0.019492 1.0060  11.161 12.094 -1.0    C19a1nW18173
347.020055   2.119128 0.4077  18.667 12.445 0.38089 C19a1nW18174
347.022441   1.429417 0.6013  10.466 12.168 -1.0    C19a1nW18175
347.022972   1.646902 0.2501  10.653 12.087 -1.0    C19a1nW18176
347.038082   0.466613 0.3200  15.229 12.336 0.33571 C19a1nW18177
347.040879   1.743836 0.5807  11.949 12.191 -1.0    C19a1nW18178
347.042422   1.834048 0.3919  10.706 12.133 0.38313 C19a1nW18179
347.043409   0.599844 0.6480  12.493 12.327 -1.0    C19a1nW18180
347.043997   1.775390 0.7480  12.417 12.294 -1.0    C19a1nW18181
347.045304  -0.588755 1.1609  14.183 12.199 -1.0    C19a1nW18182
347.049629  -0.492715 0.7186  11.223 12.417 0.57076 C19a1nW18183
347.049723   1.139872 0.7308  18.106 12.457 0.72318 C19a1nW18184
347.050845   1.451917 0.2900  10.980 11.957 0.28306 C19a1nW18185
347.063185  -0.289769 0.4165  22.546 12.537 0.39284 C19a1nW18186
347.070256   1.395762 0.7487  10.435 12.030 -1.0    C19a1nW18187
347.075223   1.284913 0.7379  14.222 12.461 -1.0    C19a1nW18188
347.087752   0.442981 1.0121  13.273 12.060 -1.0    C19a1nW18189
347.109268   1.520970 0.6040  16.800 12.469 -1.0    C19a1nW18190
347.114143   0.694954 0.8961  11.029 12.029 -1.0    C19a1nW18191
347.128579   1.828511 0.7021  10.083 12.348 -1.0    C19a1nW18192
347.131475   0.123392 0.9400  15.636 12.244 -1.0    C19a1nW18193
347.138264   0.818449 0.8720  10.292 11.962 -1.0    C19a1nW18194
347.173938   0.289195 0.5822  12.802 12.024 -1.0    C19a1nW18195
347.179510   1.643183 0.7459  17.533 12.475 0.72402 C19a1nW18196
347.181189   1.245283 0.3895  17.927 12.111 0.38363 C19a1nW18197
347.184272  -0.126560 1.0120  16.945 12.085 -1.0    C19a1nW18198
347.188993  -0.328045 0.3300  12.108 12.154 0.35056 C19a1nW18199
347.193123   1.186994 0.7268  20.373 12.312 -1.0    C19a1nW18200
347.201059   2.424237 0.5567  12.189 12.068 -1.0    C19a1nW18201
347.210026   0.766925 0.3492  12.243 12.084 0.36547 C19a1nW18202
347.223354   1.368259 0.8720  23.876 12.350 -1.0    C19a1nW18203
347.227443   0.135601 0.4759  16.349 12.278 0.45027 C19a1nW18204
347.234662  -0.065497 0.4780  19.700 12.176 -1.0    C19a1nW18205
347.237770   2.246713 0.9368  16.998 12.120 -1.0    C19a1nW18206
347.237873   1.322091 0.7386  16.570 12.568 0.73657 C19a1nW18207
347.267684   1.171573 1.0081  16.064 12.173 -1.0    C19a1nW18208
347.268657   2.047057 0.9879  13.422 12.327 -1.0    C19a1nW18209
347.282928   0.101765 0.6060  13.498 12.189 0.58304 C19a1nW18210
347.324236  -0.171221 0.9233  10.539 12.012 -1.0    C19a1nW18211
347.324902  -0.490573 0.5920  15.708 12.341 -1.0    C19a1nW18212
347.327127   0.888611 0.4024  15.981 12.388 0.40683 C19a1nW18213
347.346895   1.528986 0.4202  12.542 12.369 0.38739 C19a1nW18214
347.347304  -0.743196 0.3240  11.004 12.208 0.34477 C19a1nW18215
347.351703   0.797741 0.6020  14.736 12.312 -1.0    C19a1nW18216
347.363032   0.660457 1.0164  13.730 12.212 -1.0    C19a1nW18217
347.364590   1.834337 0.7365  10.504 12.238 -1.0    C19a1nW18218
347.375092   0.074276 1.0180  10.851 12.039 -1.0    C19a1nW18219
347.399096  -0.892040 1.1740  12.128 12.273 -1.0    C19a1nW18220
347.402745   0.528093 0.2566  11.329 11.906 0.25791 C19a1nW18221
347.403967  -0.170144 0.6900  29.952 12.582 -1.0    C19a1nW18222
347.425709   0.991740 0.2580  17.176 12.264 -1.0    C19a1nW18223
347.426153   2.331305 0.3343  10.836 12.144 -1.0    C19a1nW18224
347.432633   1.828695 0.9406  13.864 12.506 -1.0    C19a1nW18225
347.443067   2.042839 0.5900  11.747 12.221 0.57093 C19a1nW18226
347.448300  -1.024457 0.9761  11.562 12.091 -1.0    C19a1nW18227
347.448720   0.039983 1.0045  15.720 12.338 -1.0    C19a1nW18228
347.451959  -0.368911 0.7520  12.903 12.233 -1.0    C19a1nW18229
347.452256   1.320050 0.7340  12.520 12.321 -1.0    C19a1nW18230
347.465845   1.280175 0.9937  12.605 12.426 -1.0    C19a1nW18231
347.471631  -0.513725 1.0106  23.933 12.378 -1.0    C19a1nW18232
347.487106   1.078301 0.8533  12.548 12.292 -1.0    C19a1nW18233
347.494722  -0.201523 0.7480  12.175 12.156 -1.0    C19a1nW18234
347.499510   0.780828 0.8060  11.257 12.291 -1.0    C19a1nW18235
347.507078  -0.089687 0.6780  17.291 12.435 -1.0    C19a1nW18236
347.513038   0.417389 0.4760  16.981 12.271 0.46650 C19a1nW18237
347.513853  -0.464731 1.1741  17.182 12.438 -1.0    C19a1nW18238
347.522949  -0.029611 0.3340  10.930 12.233 0.34069 C19a1nW18239
347.524421   2.350409 0.9845  10.930 12.305 -1.0    C19a1nW18240
347.524527   1.325052 0.5860  16.640 12.237 0.57349 C19a1nW18241
347.537928  -0.361004 1.0481  10.575 11.901 -1.0    C19a1nW18242
347.547537   1.662190 0.8360  11.266 12.190 -1.0    C19a1nW18243
347.550015   1.944697 0.8483  14.242 12.242 -1.0    C19a1nW18244
347.553047   1.713284 0.3300  11.379 12.105 0.34061 C19a1nW18245
347.554223   0.009906 1.0400  10.146 12.172 -1.0    C19a1nW18246
347.557795   1.827300 0.6519  13.941 12.402 -1.0    C19a1nW18247
347.559128   0.415118 1.0706  10.106 12.006 -1.0    C19a1nW18248
347.568851   1.901079 0.5659  11.239 12.325 0.57640 C19a1nW18249
347.586822  -1.090413 1.1679  12.852 12.045 -1.0    C19a1nW18250
347.594794   2.405190 1.0745  11.079 12.147 -1.0    C19a1nW18251
347.595026   0.609479 0.2546  10.225 12.111 -1.0    C19a1nW18252
347.596250  -0.715721 0.6267  29.823 12.382 -1.0    C19a1nW18253
347.600271   2.020712 1.1840  14.678 12.289 -1.0    C19a1nW18254
347.603782  -0.849403 0.9860  10.400 11.985 -1.0    C19a1nW18255
347.608866   0.556456 0.5961  21.274 12.557 0.58665 C19a1nW18256
347.610097   0.934779 0.4088  10.751 12.074 0.40873 C19a1nW18257
347.614146   1.142804 1.0000  14.476 12.299 -1.0    C19a1nW18258
347.621469  -0.726036 0.8702  10.650 12.198 -1.0    C19a1nW18259
347.626106  -0.223899 0.8648  14.095 12.323 -1.0    C19a1nW18260
347.662813   0.757440 0.8274  30.162 12.671 -1.0    C19a1nW18261
347.664503   1.809680 0.9582  12.670 12.341 -1.0    C19a1nW18262
347.669217   1.630183 0.8594  11.326 12.130 -1.0    C19a1nW18263
347.669888   0.401588 0.6060  28.937 12.483 -1.0    C19a1nW18264
347.705775   1.704469 0.9821  11.695 12.207 -1.0    C19a1nW18265
347.713449   1.322522 0.2009  10.088 11.879 0.19592 C19a1nW18266
347.713726   0.905514 0.8735  33.623 12.689 -1.0    C19a1nW18267
347.714467   0.347829 0.7704  14.009 12.322 -1.0    C19a1nW18268
347.719092  -0.130955 0.7993  21.597 12.427 0.70095 C19a1nW18269
347.721970   1.504361 0.8587  11.722 12.201 -1.0    C19a1nW18270
347.726116  -0.166487 0.8881  10.582 12.133 -1.0    C19a1nW18271
347.730075   2.418643 0.9980  10.922 12.085 -1.0    C19a1nW18272
347.742436   2.228192 0.8715  15.081 12.201 -1.0    C19a1nW18273
347.747014   2.207850 0.7352  10.059 12.101 -1.0    C19a1nW18274
347.751835   1.920584 1.0080  17.271 12.192 -1.0    C19a1nW18275
347.758083  -0.813831 0.1789  16.268 11.970 -1.0    C19a1nW18276
347.769574   1.817837 0.9349  10.536 11.978 -1.0    C19a1nW18277
347.780774  -0.510181 0.6016  31.287 12.647 0.58393 C19a1nW18278
347.795218  -0.290691 0.5882  44.319 12.733 0.58771 C19a1nW18279
347.799532   0.737125 1.0520  10.002 12.242 -1.0    C19a1nW18280
347.800687   0.735956 0.6877  39.315 12.684 0.68784 C19a1nW18281
347.807231  -0.445986 0.7380  12.363 12.264 -1.0    C19a1nW18282
347.807953   1.745500 0.5053  13.054 12.065 0.49153 C19a1nW18283
347.831383  -0.074173 0.7990  11.443 12.221 -1.0    C19a1nW18284
347.880485   0.398859 0.8102  13.755 12.503 -1.0    C19a1nW18285
347.889397   1.779915 0.7340  12.884 12.264 -1.0    C19a1nW18286
347.893250   2.056916 0.9770  18.245 12.339 -1.0    C19a1nW18287
347.901704   0.939064 0.9100  12.794 12.050 -1.0    C19a1nW18288
347.923386   0.713859 0.8691  16.296 12.200 -1.0    C19a1nW18289
347.935766  -0.441714 0.5880  12.078 12.337 0.57740 C19a1nW18290
347.945728  -0.307466 0.5960  26.821 12.636 0.58489 C19a1nW18291
347.949770  -0.646351 0.6179  10.586 12.320 -1.0    C19a1nW18292
347.987334   0.583986 0.4867  19.930 12.493 -1.0    C19a1nW18293
347.989419   1.310841 0.8260  11.751 12.210 -1.0    C19a1nW18294
348.001486  -0.813899 0.6038  16.750 12.303 -1.0    C19a1nW18295
348.001759   2.004766 0.9461  16.492 12.215 -1.0    C19a1nW18296
348.007294   0.377528 0.9980  13.434 12.144 -1.0    C19a1nW18297
348.015807  -1.098953 1.0743  12.404 12.273 -1.0    C19a1nW18298
348.031138  -0.924856 0.7545  10.560 12.221 -1.0    C19a1nW18299
348.036497   1.801955 0.9340  26.603 12.540 -1.0    C19a1nW18300
348.043056   0.586181 1.1020  14.493 12.338 -1.0    C19a1nW18301
348.076310  -0.990217 1.0381  12.900 12.283 -1.0    C19a1nW18302
348.081663  -0.159800 0.8900  11.443 12.081 -1.0    C19a1nW18303
348.095443   1.962345 0.9401  17.032 12.452 -1.0    C19a1nW18304
348.095933   0.890587 1.0185  12.251 11.964 -1.0    C19a1nW18305
348.096766   1.795897 0.5841  12.202 12.245 0.56266 C19a1nW18306
348.104597   0.296105 0.5600  28.142 12.365 -1.0    C19a1nW18307
348.107906   1.004955 1.3729  10.269 12.278 -1.0    C19a1nW18308
348.109738  -0.337700 1.0260  12.381 12.065 -1.0    C19a1nW18309
348.115333   0.469642 0.4406  13.102 12.239 -1.0    C19a1nW18310
348.115875  -0.120840 1.0666  10.804 12.009 -1.0    C19a1nW18311
348.117681   0.112113 0.8730  10.403 12.090 -1.0    C19a1nW18312
348.126717   1.021798 0.7295  15.052 12.244 -1.0    C19a1nW18313
348.126842   2.341542 0.5575  11.377 12.207 -1.0    C19a1nW18314
348.140177   1.623566 0.8084  13.008 12.274 -1.0    C19a1nW18315
348.140417   0.389755 0.8440  16.190 12.230 -1.0    C19a1nW18316
348.148260   0.151973 0.1265  15.104 12.173 0.11749 C19a1nW18317
348.153852  -0.657319 1.1886  10.404 12.470 -1.0    C19a1nW18318
348.164013   1.753023 0.7500  20.503 12.420 0.75814 C19a1nW18319
348.165693  -0.691364 0.5840  10.667 12.369 -1.0    C19a1nW18320
348.167803   0.884670 0.6124  10.751 12.277 -1.0    C19a1nW18321
348.183707   0.589275 0.7900  15.445 12.296 -1.0    C19a1nW18322
348.185324  -0.482326 0.6060  11.095 12.282 -1.0    C19a1nW18323
348.187472   2.437833 1.3595  13.559 12.423 -1.0    C19a1nW18324
348.190772  -0.774021 0.6740  11.860 12.175 -1.0    C19a1nW18325
348.201148  -0.301425 0.8880  18.924 12.325 -1.0    C19a1nW18326
348.206691   0.128765 0.8614  30.937 12.544 -1.0    C19a1nW18327
348.208935  -0.257287 0.7399  20.878 12.450 -1.0    C19a1nW18328
348.229546  -0.255778 0.5880  38.273 12.734 0.58629 C19a1nW18329
348.247641   1.150970 0.7044  15.504 12.401 0.67007 C19a1nW18330
348.250647   1.792482 1.3004  10.471 12.109 -1.0    C19a1nW18331
348.254942  -0.067250 0.7400  18.546 12.450 -1.0    C19a1nW18332
348.264085   0.740118 0.8180  10.575 12.199 -1.0    C19a1nW18333
348.294648  -0.737834 0.5840  12.929 12.376 -1.0    C19a1nW18334
348.313556  -0.851375 0.7704  13.041 12.160 -1.0    C19a1nW18335
348.325191   1.966207 0.9259  11.111 11.997 -1.0    C19a1nW18336
348.340253   1.023024 0.2501  16.254 12.056 0.26004 C19a1nW18337
348.344102   1.786121 0.7489  10.472 11.982 -1.0    C19a1nW18338
348.355325   1.616086 0.9180  24.363 12.377 -1.0    C19a1nW18339
348.355933  -0.818322 1.1133  11.263 12.093 -1.0    C19a1nW18340
348.385831  -0.605467 0.7420  10.706 12.311 -1.0    C19a1nW18341
348.397748   0.578743 0.3703  43.781 12.650 0.36829 C19a1nW18342
348.397906  -0.636446 0.5889  10.497 12.056 0.56757 C19a1nW18343
348.405658  -0.904156 0.7499  12.063 12.119 -1.0    C19a1nW18344
348.413668  -0.441488 0.7496  27.810 12.575 -1.0    C19a1nW18345
348.419252   1.922644 0.5860  16.030 12.325 -1.0    C19a1nW18346
348.420312   0.528245 0.8690  11.123 12.169 -1.0    C19a1nW18347
348.439489  -0.475051 0.4460  16.536 12.376 0.43152 C19a1nW18348
348.450313   1.870636 0.8170  47.903 12.731 -1.0    C19a1nW18349
348.457096   1.878832 0.5005  11.624 12.214 0.48685 C19a1nW18350
348.487632   0.893766 1.0058  32.614 12.555 -1.0    C19a1nW18351
348.510650   1.709011 0.5464  13.444 12.292 0.52476 C19a1nW18352
348.511047  -0.591432 0.7400  12.043 12.188 0.77473 C19a1nW18353
348.518844   1.210853 0.8232  12.281 12.189 -1.0    C19a1nW18354
348.532418   2.343667 1.1857  14.837 12.390 -1.0    C19a1nW18355
348.535738   1.933690 0.5880  13.495 12.402 0.57468 C19a1nW18356
348.538117  -0.229139 0.7529  15.168 12.270 -1.0    C19a1nW18357
348.544314  -0.480100 0.7359  11.797 12.302 -1.0    C19a1nW18358
348.566343   0.724593 0.4028  34.388 12.438 0.40158 C19a1nW18359
348.566462   0.404850 0.8217  15.586 12.212 -1.0    C19a1nW18360
348.572877   0.016979 0.8900  10.665 11.997 -1.0    C19a1nW18361
348.579647   0.660326 0.8509  11.208 12.216 -1.0    C19a1nW18362
348.589202   0.521991 0.3783  13.446 12.296 0.36983 C19a1nW18363
348.610373  -0.417538 0.5764  13.460 12.263 -1.0    C19a1nW18364
348.615483   0.991693 0.8189  23.339 12.549 -1.0    C19a1nW18365
348.621415   1.862772 0.8620  10.503 12.169 -1.0    C19a1nW18366
348.630527   1.596818 0.5485  11.426 12.145 0.52354 C19a1nW18367
348.633511   1.817126 1.1620  12.421 12.284 -1.0    C19a1nW18368
348.640920   0.346781 1.1741  14.038 12.384 -1.0    C19a1nW18369
348.654475  -0.817511 1.2420  14.692 12.325 -1.0    C19a1nW18370
348.679242   0.625455 0.8201  52.701 12.738 -1.0    C19a1nW18371
348.685876   0.695854 1.1820  15.906 12.351 -1.0    C19a1nW18372
348.712983   0.468670 0.3700  20.934 12.317 0.36817 C19a1nW18373
348.713045   0.596971 0.6058  10.226 12.137 -1.0    C19a1nW18374
348.721032   2.136306 1.1924  10.284 11.940 -1.0    C19a1nW18375
348.721537   2.528910 0.5681  38.613 12.512 0.55090 C19a1nW18376
348.732783   1.636192 0.8733  10.585 12.284 -1.0    C19a1nW18377
348.734347  -0.131534 0.9365  12.269 12.188 -1.0    C19a1nW18378
348.751260   0.536336 0.8521  10.833 12.099 -1.0    C19a1nW18379
348.764751   2.108121 0.3560  25.501 12.176 -1.0    C19a1nW18380
348.767403   1.805814 1.2012  11.292 12.214 -1.0    C19a1nW18381
348.773512   1.493563 0.7300  11.608 12.206 -1.0    C19a1nW18382
348.775362   1.905069 0.7400  10.021 12.210 -1.0    C19a1nW18383
348.778268   1.663246 0.5694  10.412 12.034 0.55864 C19a1nW18384
348.783921  -0.297306 0.5152  26.107 12.489 -1.0    C19a1nW18385
348.820262   2.116642 1.0560  11.244 12.205 -1.0    C19a1nW18386
348.821860   1.945977 0.5977  23.078 12.273 0.57574 C19a1nW18387
348.825554   0.848316 0.4667  11.078 12.331 -1.0    C19a1nW18388
348.833544   1.519234 1.1720  12.666 12.243 -1.0    C19a1nW18389
348.853038   2.445569 0.5560  12.496 12.153 -1.0    C19a1nW18390
348.862105   1.702555 1.1940  10.476 12.113 -1.0    C19a1nW18391
348.887177   1.061162 0.6060  10.109 12.059 0.59213 C19a1nW18392
348.892344   0.282434 0.7681  13.902 12.235 -1.0    C19a1nW18393
348.899077  -0.148235 0.5835  11.310 12.357 0.57131 C19a1nW18394
348.911715   0.798577 1.1261  11.339 12.253 -1.0    C19a1nW18395
348.925448  -0.435292 0.1005  12.134 11.762 0.09099 C19a1nW18396
348.928726   0.875515 0.3220  20.797 12.496 0.33114 C19a1nW18397
348.937847   2.299675 1.0600  27.367 12.341 -1.0    C19a1nW18398
348.942206  -0.529891 0.5000  12.838 12.280 -1.0    C19a1nW18399
348.948450  -0.088255 1.1579  11.323 12.428 -1.0    C19a1nW18400
348.954742  -0.377484 1.1481  19.135 12.423 -1.0    C19a1nW18401
348.979946   1.485005 0.4346  39.820 12.634 0.42357 C19a1nW18402
348.981952   1.802740 0.9344  12.167 12.135 -1.0    C19a1nW18403
348.997875   1.756386 0.5347  19.296 12.446 0.52011 C19a1nW18404
349.007893  -0.071331 0.7500  12.322 12.288 0.75192 C19a1nW18405
349.020366  -0.276140 0.5176  24.242 12.413 0.50254 C19a1nW18406
349.046020   2.380176 0.3820  17.862 12.360 -1.0    C19a1nW18407
349.046308   1.651214 1.1719  10.734 12.161 -1.0    C19a1nW18408
349.065994  -0.471934 0.5018  13.303 12.180 0.49002 C19a1nW18409
349.069648  -0.340945 0.9312  10.380 12.025 -1.0    C19a1nW18410
349.070650   0.795197 1.1163  12.665 12.083 -1.0    C19a1nW18411
349.072319   1.794874 0.5820  27.369 12.481 0.57722 C19a1nW18412
349.080242  -0.258661 0.6016  16.396 12.366 0.59140 C19a1nW18413
349.083174   1.382428 0.6980  10.407 12.029 -1.0    C19a1nW18414
349.084512   1.714169 1.2122  14.372 12.288 -1.0    C19a1nW18415
349.101565   1.481825 0.6660  10.655 12.082 0.66517 C19a1nW18416
349.108092   1.969471 0.1340  24.330 12.313 0.12902 C19a1nW18417
349.112006   0.358046 0.7393  12.240 12.170 -1.0    C19a1nW18418
349.124544  -0.156708 0.8105  11.269 11.998 -1.0    C19a1nW18419
349.151560  -0.050558 0.4936  11.889 12.436 0.47427 C19a1nW18420
349.158042  -0.094934 0.8917  15.021 12.121 -1.0    C19a1nW18421
349.159992   2.320388 0.5252  12.212 12.094 -1.0    C19a1nW18422
349.163432   1.121441 0.4410  29.703 12.624 0.42339 C19a1nW18423
349.164507   1.936174 0.3809  17.890 12.129 0.38707 C19a1nW18424
349.174804   0.573714 0.8660  14.983 12.154 -1.0    C19a1nW18425
349.192715   1.696634 0.2440  12.013 12.126 0.25026 C19a1nW18426
349.193728  -0.503733 0.7400  15.483 12.386 0.75732 C19a1nW18427
349.193868   0.903692 0.8169  10.896 12.095 -1.0    C19a1nW18428
349.201312   1.658319 0.7301  18.711 12.584 0.70263 C19a1nW18429
349.206795  -0.347412 1.2040  16.968 12.468 -1.0    C19a1nW18430
349.215075   0.045176 0.6160  13.649 12.366 0.59242 C19a1nW18431
349.216457   0.132144 0.7315  11.084 12.101 0.75031 C19a1nW18432
349.216574   0.327854 0.8593  16.812 12.282 -1.0    C19a1nW18433
349.230478  -0.196647 0.5633  23.337 12.449 0.54715 C19a1nW18434
349.236999   1.135532 0.8459  11.797 12.107 -1.0    C19a1nW18435
349.237115   1.850142 0.8941  10.894 12.047 -1.0    C19a1nW18436
349.238125   2.207360 0.7361  15.172 12.333 -1.0    C19a1nW18437
349.248361  -0.522412 0.5472  11.422 12.207 0.54667 C19a1nW18438
349.249640   0.813697 0.8815  18.560 12.215 -1.0    C19a1nW18439
349.264422  -0.796335 0.6758  10.661 12.129 -1.0    C19a1nW18440
349.278058   1.625061 0.7340  22.162 12.577 -1.0    C19a1nW18441
349.323888  -0.122116 0.7457  24.322 12.535 -1.0    C19a1nW18442
349.330491   2.159454 0.7588  15.579 12.286 -1.0    C19a1nW18443
349.369759   1.952009 0.5202  26.316 12.432 -1.0    C19a1nW18444
349.375276   1.652754 0.7380  11.202 12.284 -1.0    C19a1nW18445
349.381808   1.472166 0.4188  10.095 12.284 -1.0    C19a1nW18446
349.383035   1.102176 0.8959  11.923 12.262 -1.0    C19a1nW18447
349.389711   0.172133 0.7825  18.421 12.327 -1.0    C19a1nW18448
349.410028   2.446964 1.1620  10.543 12.184 -1.0    C19a1nW18449
349.453941   0.742586 0.9405  10.031 12.083 -1.0    C19a1nW18450
349.471860  -0.140061 0.6540  10.226 12.321 -1.0    C19a1nW18451
349.491487   0.165338 0.7870  19.834 12.475 -1.0    C19a1nW18452
349.494691   1.197162 0.5448  15.971 12.410 -1.0    C19a1nW18453
349.519498   1.970314 0.1350  19.890 12.113 0.12076 C19a1nW18454
349.521396   2.477631 0.8491  12.804 12.015 -1.0    C19a1nW18455
349.523612  -1.011839 0.8009  16.902 11.973 -1.0    C19a1nW18456
349.530649   2.054435 0.5147  13.145 12.234 0.52155 C19a1nW18457
349.533051  -0.997682 1.1782  14.569 12.155 -1.0    C19a1nW18458
